tweet_id,retweet_count,favorite_count
836677758902222849,2381,13224
836648853927522308,585,0
836397794269200385,29651,0
836380477523124226,3178,15443
836260088725786625,4603,22294
836001077879255040,4603,20036
835685285446955009,8745,0
835574547218894849,3886,18674
835536468978302976,1824,0
835309094223372289,22577,0
835297930240217089,3222,17241
835264098648616962,1824,8112
835246439529840640,78,2198
835172783151792128,6165,27439
835152434251116546,3242,23593
834931633769889797,1771,11376
834786237630337024,5899,22249
834574053763584002,2722,14364
834477809192075265,11463,0
834458053273591808,1804,10091
834209720923721728,5142,21652
834167344700198914,3908,16562
834089966724603904,2285,10554
834086379323871233,2388,13726
833863086058651648,2589,14091
833826103416520705,4016,18903
833732339549220864,232,0
833722901757046785,3457,21773
833479644947025920,2227,15614
833124694597443584,5211,21232
832998151111966721,2385,13972
832769181346996225,40,0
832757312314028032,3899,17691
832682457690300417,3164,12491
832645525019123713,559,3073
832636094638288896,3010,16670
832397543355072512,2395,12561
832369877331693569,3440,18060
832273440279240704,2514,11892
832215909146226688,6669,0
832215726631055365,10115,0
832088576586297345,2,70
832040443403784192,10472,0
832032802820481025,4996,18757
831939777352105988,6617,25248
831926988323639298,35,360
831911600680497154,7039,29115
831670449226514432,1953,10998
831650051525054464,2091,7565
831552930092285952,2473,9470
831322785565769729,1648,9694
831315979191906304,1206,6880
831309418084069378,2633,12356
831262627380748289,2214,12547
830956169170665475,1614,8394
830583320585068544,18159,70496
830173239259324417,6156,0
830097400375152640,3245,10362
829878982036299777,5422,0
829861396166877184,2113,12883
829501995190984704,11463,33467
829449946868879360,2199,11036
829374341691346946,10067,36495
829141528400556032,8011,25843
829011960981237760,17546,55916
828801551087042563,3673,0
828770345708580865,6346,26986
828708714936930305,12140,38630
828650029636317184,1458,10022
828409743546925057,1247,6639
828408677031882754,1390,8075
828381636999917570,2410,13319
828376505180889089,1150,7792
828372645993398273,3188,13241
828361771580813312,184,2317
828046555563323392,3100,12411
828011680017821696,2327,10934
827933404142436356,5656,21262
827653905312006145,3250,16271
827600520311402496,1028,7822
827324948884643840,3324,16763
827199976799354881,2429,11174
826958653328592898,5422,22802
826848821049180160,11066,38546
826615380357632002,4280,0
826598799820865537,276,5405
826598365270007810,2551,10650
826476773533745153,4543,19474
826240494070030336,2810,14048
826204788643753985,1009,5166
826115272272650244,3405,16567
825876512159186944,2027,11069
825829644528148480,2698,13479
825535076884762624,18651,55117
825147591692263424,4964,19379
825120256414846976,1389,0
825026590719483904,1389,6724
824796380199809024,5960,0
824775126675836928,3822,15856
824663926340194305,1887,10673
824325613288833024,11277,12481
824297048279236611,4202,15954
824025158776213504,641,5053
823939628516474880,2949,11272
823719002937630720,12191,0
823699002998870016,2627,13341
823581115634085888,2875,13814
823333489516937216,27,738
823322678127919110,4370,16684
823269594223824897,10712,0
822975315408461824,3740,18313
822872901745569793,47683,140342
822859134160621569,2491,14017
822647212903690241,6971,0
822610361945911296,3230,15677
822489057087389700,6971,19268
822462944365645825,15940,30200
822244816520155136,10712,37150
822163064745328640,5231,0
821886076407029760,2548,12052
821813639212650496,3634,0
821765923262631936,1815,8930
821522889702862852,1932,8510
821421320206483457,6094,0
821407182352777218,4731,12489
821153421864615936,10,270
821149554670182400,2194,9256
821107785811234820,2317,10179
821044531881721856,2496,13447
820837357901512704,7305,0
820749716845686786,10794,33504
820690176645140481,3511,12957
820494788566847489,616,0
820446719150292993,2819,0
820314633777061888,616,3539
820078625395449857,6853,21053
820013781606658049,1289,0
819952236453363712,1289,5643
819924195358416896,5271,13668
819711362133872643,3415,14289
819588359383371776,2146,10162
819347104292290561,1316,7669
819238181065359361,440,2426
819227688460238848,7305,24549
819015337530290176,40045,0
819015331746349057,20646,0
819006400881917954,20646,48007
819004803107983360,40045,91890
818646164899774465,22767,0
818627210458333184,8123,23588
818614493328580609,2819,10484
818588835076603904,6697,0
818536468981415936,2708,11598
818307523543449600,8867,0
818259473185828864,2496,11734
818145370475810820,2836,13074
817908911860748288,859,5147
817827839487737858,29651,55153
817777686764523521,2917,11381
817536400337801217,3314,12565
817502432452313088,3702,0
817423860136083457,16324,36421
817415592588222464,1049,5973
817181837579653120,9281,0
817171292965273600,2195,9290
817120970343411712,2863,12957
817056546584727552,1805,9125
816829038950027264,5152,0
816816676327063552,2222,10641
816697700272001025,2413,10441
816450570814898180,8867,32554
816336735214911488,2136,9150
816091915477250048,2359,9502
816062466425819140,1137,0
816014286006976512,5810,0
815990720817401858,1137,5324
815966073409433600,9281,23908
815745968457060357,4517,0
815736392542261248,2485,10482
815639385530101762,1796,8749
815390420867969024,4165,11043
814986499976527872,1414,8136
814638523311648768,2963,12007
814578408554463233,6348,0
814530161257443328,2032,9230
814153002265309185,9500,30685
813944609378369540,3492,0
813910438903693312,2061,9914
813812741911748608,15328,38750
813800681631023104,1920,8895
813217897535406080,7990,19934
813202720496779264,1968,9795
813187593374461952,4787,21164
813172488309972993,2092,9949
813157409116065792,2428,8280
813142292504645637,2579,8988
813130366689148928,486,4770
813127251579564032,3422,12650
813112105746448384,3018,11016
813096984823349248,3940,11236
813081950185472002,3031,10541
813066809284972545,2130,8495
813051746834595840,8036,22377
812781120811126785,2093,8093
812709060537683968,1565,7071
812503143955202048,1334,6487
812466873996607488,2109,8523
812372279581671427,4016,14619
811985624773361665,1541,7756
811744202451197953,1762,8061
811647686436880384,812,5954
811627233043480576,3421,13642
811386762094317568,7005,22335
810984652412424192,1570,5692
810896069567610880,1959,9656
810657578271330305,2904,11718
810284430598270976,12486,37847
810254108431155201,3673,15694
809920764300447744,4280,16554
809808892968534016,5374,0
809448704142938112,1609,7400
809220051211603969,6156,21293
809084759137812480,3843,14122
808838249661788160,3334,10799
808733504066486276,2380,8454
808501579447930884,2856,12052
808344865868283904,22767,45401
808134635716833280,6531,0
808106460588765185,2407,9337
808001312164028416,3876,13436
807621403335917568,4031,15573
807106840509214720,60955,126982
807059379405148160,8037,0
807010152071229440,4199,13948
806629075125202948,38222,80330
806620845233815552,6052,0
806576416489959424,2112,5182
806542213899489280,2595,10920
806242860592926720,12801,0
806219024703037440,1310,6866
805958939288408065,5900,0
805932879469572096,2095,8842
805826884734976000,2008,7036
805823200554876929,8820,0
805520635690676224,1802,6135
805487436403003392,2780,9378
805207613751304193,1870,8343
804738756058218496,4223,14676
804475857670639616,2206,6560
804413760345620481,3537,0
804026241225523202,17808,47744
803773340896923648,3043,10738
803692223237865472,8170,0
803638050916102144,4532,11747
803380650405482500,2036,8302
803321560782307329,5833,0
803276597545603072,2710,10728
802952499103731712,2205,9667
802624713319034886,3210,0
802600418706604034,1617,7613
802572683846291456,2745,9558
802323869084381190,6397,17373
802265048156610565,1497,7058
802239329049477120,2858,9709
802185808107208704,291,0
801958328846974976,1876,8254
801854953262350336,258,1883
801538201127157760,2254,8771
801285448605831168,917,6483
801167903437357056,6531,26232
801127390143516673,4362,0
801115127852503040,2292,8646
800859414831898624,106,740
800855607700029440,1788,0
800751577355128832,3043,11238
800513324630806528,3300,14066
800459316964663297,2370,10129
800443802682937345,4737,0
800388270626521089,3085,11929
800188575492947969,4325,0
800141422401830912,2819,16388
800018252395122689,14465,30395
799774291445383169,5144,0
799757965289017345,2375,9008
799422933579902976,2106,8616
799308762079035393,6066,0
799297110730567681,3045,10607
799063482566066176,2706,8660
798933969379225600,4917,14096
798925684722855936,1573,7971
798705661114773508,7250,0
798701998996647937,8564,0
798697898615730177,7152,0
798694562394996736,5450,0
798686750113755136,2547,0
798682547630837760,5182,0
798673117451325440,6080,0
798665375516884993,4275,0
798644042770751489,2032,0
798628517273620480,2160,0
798585098161549313,6265,0
798576900688019456,6434,0
798340744599797760,3690,0
798209839306514432,2810,11120
797971864723324932,3448,12475
797545162159308800,5333,15525
797236660651966464,7281,21387
797165961484890113,29,248
796904159865868288,9745,0
796865951799083009,2089,8222
796759840936919040,3358,12713
796563435802726400,8012,0
796484825502875648,1937,8115
796387464403357696,4578,11774
796177847564038144,15731,0
796149749086875649,15731,34658
796125600683540480,1958,5288
796116448414461957,2655,9738
796080075804475393,2545,9056
796031486298386433,4040,11566
795464331001561088,26191,53359
795400264262053889,3149,10821
795076730285391872,5960,17386
794983741416415232,3694,0
794926597468000259,2530,11022
794355576146903043,11288,0
794332329137291264,2908,10255
794205286408003585,3637,9853
793962221541933056,5374,18023
793845145112371200,2064,9861
793614319594401792,3422,0
793601777308463104,1793,8538
793500921481273345,2614,11459
793286476301799424,10115,26352
793271401113350145,2597,9264
793256262322548741,9163,21421
793241302385262592,3598,11260
793226087023144960,3140,10539
793210959003287553,3087,9566
793195938047070209,6179,16359
793180763617361921,2185,7420
793165685325201412,3053,10077
793150605191548928,1871,6617
793135492858580992,2742,6941
793120401413079041,4294,13593
792913359805018113,4411,15367
792883833364439040,4696,12115
792773781206999040,1846,7868
792394556390137856,4705,14409
792050063153438720,1977,7687
791821351946420224,23080,0
791784077045166082,10566,0
791780927877898241,4182,0
791774931465953280,24392,48384
791672322847637504,3422,12596
791406955684368384,4517,14048
791312159183634433,2792,9413
791026214425268224,4516,0
790987426131050500,2348,10589
790946055508652032,5152,17786
790723298204217344,2543,0
790698755171364864,2095,8774
790581949425475584,7887,22135
790337589677002753,2049,8372
790277117346975746,3492,13430
790227638568808452,3921,0
789986466051088384,2543,9906
789960241177853952,4546,0
789903600034189313,4524,11132
789628658055020548,1955,8044
789599242079838210,2126,7247
789530877013393408,3694,12593
789314372632018944,2526,9221
789280767834746880,5421,0
789268448748703744,2826,9765
789137962068021249,3065,10391
788908386943430656,13578,29351
788765914992902144,11288,29359
788552643979468800,7900,0
788412144018661376,5808,16682
788178268662984705,2320,7738
788150585577050112,1429,6579
788070120937619456,3750,0
788039637453406209,1450,6572
787810552592695296,3353,9286
787717603741622272,3049,10928
787397959788929025,3107,11602
787322443945877504,1912,8337
787111942498508800,7360,0
786963064373534720,8745,28433
786729988674449408,2645,0
786709082849828864,6669,19453
786664955043049472,2805,11389
786595970293370880,3395,10069
786363235746385920,3835,11666
786286427768250368,3135,8520
786233965241827333,5231,16361
786051337297522688,169,1540
786036967502913536,7738,0
785927819176054784,3466,12140
785872687017132033,2000,7143
785639753186217984,2427,8342
785533386513321988,2191,9733
785515384317313025,1373,6514
785264754247995392,1790,7757
785170936622350336,5321,12924
784826020293709826,3537,10829
784517518371221505,2775,9578
784431430411685888,1403,6075
784183165795655680,8820,21492
784057939640352768,12191,31927
783839966405230592,11816,32105
783821107061198850,2139,7853
783695101801398276,3524,11154
783466772167098368,2463,9020
783391753726550016,6018,18004
783347506784731136,6125,0
783334639985389568,12801,31198
783085703974514689,2427,8684
782969140009107456,8037,25749
782747134529531904,1523,7968
782722598790725632,5900,18447
782598640137187329,2045,8295
782305867769217024,6094,17783
782021823840026624,6823,0
781955203444699136,3673,11861
781661882474196992,2959,11144
781655249211752448,1224,4273
781524693396357120,6052,22129
781308096455073793,2781,7597
781251288990355457,2291,8994
781163403222056960,2984,10412
780931614150983680,8012,23085
780858289093574656,2184,7671
780800785462489090,1415,5870
780601303617732608,3634,12886
780543529827336192,1894,6723
780496263422808064,4053,0
780476555013349377,127,0
780459368902959104,1165,5634
780192070812196864,2437,9274
780092040432480260,2510,0
780074436359819264,5444,13057
779834332596887552,7738,20235
779377524342161408,3396,9401
779124354206535695,20094,0
779123168116150273,3973,12577
779056095788752897,4935,15768
778990705243029504,7925,21329
778774459159379968,10886,0
778764940568104960,401,911
778748913645780993,1448,7348
778650543019483137,1626,6147
778624900596654080,1100,4951
778408200802557953,4742,14543
778396591732486144,13350,0
778383385161035776,1206,6215
778286810187399168,3597,11075
778039087836069888,2869,9022
778027034220126208,1765,6979
777953400541634568,3839,0
777885040357281792,1788,6769
777684233540206592,3210,11958
777641927919427584,4632,0
777621514455814149,2712,9340
777189768882946048,4716,15254
776819012571455488,14986,0
776813020089548800,1318,5191
776477788987613185,3042,9417
776249906839351296,9952,0
776218204058357768,17387,31942
776201521193218049,2743,10210
776113305656188928,4737,12507
776088319444877312,165,1947
775898661951791106,17888,0
775842724423557120,2912,12460
775733305207554048,4362,14736
775729183532220416,4975,13746
775364825476165632,3231,7899
775350846108426240,4246,10790
775085132600442880,5144,16526
774757898236878852,1925,9086
774639387460112384,1883,7139
774314403806253056,6066,23145
773985732834758656,4217,11407
773922284943896577,1878,6797
773704687002451968,1771,7014
773670353721753600,1407,5654
773547596996571136,6697,23468
773336787167145985,5535,0
773308824254029826,8117,24702
773247561583001600,3490,10009
773191612633579521,4464,10609
772877495989305348,4207,9106
772826264096874500,2531,8486
772615324260794368,3667,0
772581559778025472,1836,6876
772193107915964416,1501,6386
772152991789019136,1213,4012
772117678702071809,797,3987
772114945936949249,512,2885
772102971039580160,1006,4249
771908950375665664,2053,6984
771770456517009408,3690,12739
771500966810099713,2848,8791
771380798096281600,5535,11163
771171053431250945,8207,0
771136648247640064,3186,9740
771102124360998913,1558,6620
771014301343748096,1801,7295
771004394259247104,239,0
770787852854652928,1321,5263
770772759874076672,1531,5501
770655142660169732,1889,7770
770414278348247044,2236,6674
770293558247038976,1613,6620
770093767776997377,3297,0
770069151037685760,2494,8051
769940425801170949,10472,33386
769695466921623552,1797,6773
769335591808995329,8345,0
769212283578875904,1857,5719
768970937022709760,7095,15285
768909767477751808,2920,0
768855141948723200,961,4445
768609597686943744,1314,4363
768596291618299904,1383,5325
768554158521745409,6312,0
768473857036525572,3714,14469
768193404517830656,3839,11571
767884188863397888,1521,5039
767754930266464257,5833,16991
767500508068192258,2527,7931
767191397493538821,4127,13009
767122157629476866,3089,10740
766864461642756096,6122,0
766793450729734144,1469,5381
766714921925144576,419,2763
766693177336135680,856,4273
766423258543644672,1730,6386
766313316352462849,2038,7180
766078092750233600,2818,0
766069199026450432,931,4533
766008592277377025,535,3969
765719909049503744,2327,7679
765669560888528897,1320,5505
765395769549590528,3675,28017
765371061932261376,2337,7520
765222098633691136,3667,12311
764857477905154048,1916,6812
764259802650378240,1638,6416
763956972077010945,59,786
763837565564780549,4516,13349
763183847194451968,1591,5726
763167063695355904,3262,0
763103485927849985,2465,7798
762699858130116608,3921,12877
762471784394268675,7006,11938
762464539388485633,4546,10926
762316489655476224,1220,5100
762035686371364864,16874,33874
761976711479193600,2186,5717
761750502866649088,4256,0
761745352076779520,930,4507
761672994376806400,31399,52476
761599872357261312,1268,4368
761371037149827077,19421,0
761334018830917632,1567,5501
761292947749015552,1185,4725
761227390836215808,1679,5618
761004547850530816,3750,11970
760893934457552897,1052,4041
760656994973933572,2082,6986
760641137271070720,1396,5242
760539183865880579,3923,8022
760521673607086080,1512,4473
760290219849637889,12412,28380
760252756032651264,933,4168
760190180481531904,1955,6026
760153949710192640,34,0
759943073749200896,2258,6277
759923798737051648,6122,15533
759846353224826880,2141,7104
759793422261743616,2050,6300
759566828574212096,22810,0
759557299618865152,1267,4973
759447681597108224,2645,8974
759446261539934208,524,1767
759197388317847553,2102,6400
759159934323924993,1256,0
759099523532779520,4510,15363
759047813560868866,2179,6882
758854675097526272,964,3751
758828659922702336,4139,11811
758740312047005698,1730,6058
758474966123810816,1070,4041
758467244762497024,2406,5083
758405701903519748,2082,5495
758355060040593408,1171,3628
758099635764359168,10886,20291
758041019896193024,403,2861
757741869644341248,3510,7272
757729163776290825,8745,0
757725642876129280,1311,4804
757611664640446465,1206,4819
757597904299253760,314,0
757596066325864448,1141,4596
757400162377592832,7378,16000
757393109802180609,1886,6159
757354760399941633,1536,4767
756998049151549440,2140,6624
756939218950160384,2168,7031
756651752796094464,1410,5346
756526248105566208,3897,10972
756303284449767430,1168,4168
756288534030475264,18846,45230
756275833623502848,1640,6792
755955933503782912,3120,7749
755206590534418437,5805,17384
755110668769038337,11955,22415
754874841593970688,8624,0
754856583969079297,2723,7259
754747087846248448,563,2718
754482103782404096,2101,5606
754449512966619136,790,3949
754120377874386944,2522,8269
753655901052166144,2344,6167
753420520834629632,3846,8365
753398408988139520,2073,6097
753375668877008896,2510,8047
753298634498793472,6210,0
753294487569522689,1122,3582
753039830821511168,22577,39173
753026973505581056,1050,4102
752932432744185856,7360,13335
752917284578922496,1698,7281
752701944171524096,3116,0
752682090207055872,1729,6310
752660715232722944,1700,4656
752568224206688256,2460,5824
752519690950500352,3712,7785
752334515931054080,1185,4026
752309394570878976,17984,0
752173152931807232,1987,6267
751950017322246144,1001,3243
751937170840121344,1448,5494
751830394383790080,2110,6111
751793661361422336,3136,6185
751598357617971201,3275,8327
751583847268179968,1196,4638
751538714308972544,1362,5311
751456908746354688,1075,3372
751251247299190784,6314,13166
751205363882532864,1967,6644
751132876104687617,1398,5357
750868782890057730,1491,5031
750719632563142656,5421,13915
750506206503038976,1237,4681
750429297815552001,4632,13886
750383411068534784,1224,4801
750381685133418496,30,728
750147208377409536,1036,3268
750132105863102464,1371,3824
750117059602808832,1401,4566
750101899009982464,905,3194
750086836815486976,586,2288
750071704093859840,3591,8283
750056684286914561,961,3303
750041628174217216,664,3342
750026558547456000,845,2859
750011400160841729,974,3418
749996283729883136,871,3201
749981277374128128,2634,5378
749774190421639168,1408,4892
749417653287129088,1786,6416
749403093750648834,587,2763
749395845976588288,3723,9054
749317047558017024,2377,5768
749075273010798592,2225,6065
749064354620928000,1623,5042
749036806121881602,840,3264
748977405889503236,3650,11272
748932637671223296,2423,6149
748705597323898880,1019,2910
748699167502000129,1715,4986
748692773788876800,1426,4464
748575535303884801,2131,6377
748568946752774144,720,2297
748346686624440324,1331,5500
748337862848962560,4417,8095
748324050481647620,820,3890
748307329658011649,763,3850
748220828303695873,8361,14865
747963614829678593,2301,6079
747933425676525569,2734,6966
747885874273214464,1056,3100
747844099428986880,805,2952
747816857231626240,1245,5089
747651430853525504,168,1451
747648653817413632,6268,13551
747600769478692864,588,2436
747594051852075008,1126,3883
747512671126323200,1698,5831
747461612269887489,1103,4059
747439450712596480,2064,5707
747242308580548608,3083,0
747219827526344708,1694,5544
747204161125646336,988,3544
747103485104099331,4273,10060
746906459439529985,317,3024
746872823977771008,2303,6296
746818907684614144,1848,5565
746790600704425984,1702,5115
746757706116112384,4182,10043
746726898085036033,1916,6333
746542875601690625,1996,5281
746521445350707200,1052,0
746507379341139972,1158,4860
746369468511756288,1758,6468
746131877086527488,2354,7250
746056683365994496,871,3721
745789745784041472,1141,4229
745712589599014916,2481,7331
745433870967832576,2711,7444
745422732645535745,2599,8995
745314880350101504,2965,7529
745074613265149952,3776,8222
745057283344719872,2431,7584
744995568523612160,666,3111
744971049620602880,2881,8261
744709971296780288,1668,5857
744334592493166593,2284,7084
744234799360020481,83629,164239
744223424764059648,397,1771
743980027717509120,1162,4356
743895849529389061,1022,3815
743835915802583040,2230,0
743609206067040256,1475,4691
743595368194129920,7026,19339
743545585370791937,998,3694
743510151680958465,3949,8290
743253157753532416,1303,4432
743222593470234624,2031,6489
743210557239623680,1459,4026
742534281772302336,3795,7383
742528092657332225,2130,4644
742465774154047488,4153,7601
742423170473463808,4053,10303
742385895052087300,2123,7123
742161199639494656,1470,4549
742150209887731712,1665,5377
741793263812808706,1609,4774
741743634094141440,2951,8556
741438259667034112,892,3839
741303864243200000,3454,9180
741099773336379392,5922,10513
741067306818797568,3297,9893
740995100998766593,2956,6696
740711788199743490,995,3567
740699697422163968,835,2966
740676976021798912,7250,19020
740373189193256964,14181,36437
740365076218183684,467,2587
740359016048689152,913,3451
740214038584557568,2098,6995
739979191639244800,6312,20895
739932936087216128,1148,4240
739844404073074688,913,3968
739623569819336705,1450,3979
739606147276148736,1768,5627
739544079319588864,22811,41530
739485634323156992,3134,7521
739238157791694849,61935,121291
738891149612572673,6,112
738885046782832640,1218,3939
738883359779196928,863,3489
738537504001953792,1664,5330
738402415918125056,897,3406
738184450748633089,1287,4504
738166403467907072,3631,9206
738156290900254721,698,2651
737826014890496000,1874,5510
737800304142471168,3687,10447
737678689543020544,1422,5270
737445876994609152,4754,10760
737322739594330112,862,3775
737310737551491075,7902,15353
736736130620620800,1845,4510
736392552031657984,7900,18585
736365877722001409,1333,4168
736225175608430592,2947,8491
736010884653420544,3163,8249
735991953473572864,1223,3756
735648611367784448,1170,4193
735635087207878657,2499,6453
735274964362878976,5409,13591
735256018284875776,944,3492
735137028879360001,1030,3268
734912297295085568,548,2860
734787690684657664,6704,13133
734776360183431168,581,2619
734559631394082816,420,1565
733828123016450049,828,3751
733822306246479872,1073,3828
